timestamp,open,high,low,close,SMA_3,SMA_6,RSI_14,monthly_volatility,target
2011-05-31,1.4826,1.494,1.3966,1.4394,1.4457333333333333,1.4042166666666667,56.42919200695048,0.06569539997302033,1
2011-06-30,1.4412,1.4696,1.407,1.4491,1.4564666666666668,1.42265,58.84779725946663,0.04343602553427698,0
2011-07-29,1.4473,1.4577,1.3837,1.4398,1.4427666666666668,1.4344166666666667,67.72935390876717,0.051129689767152674,0
2011-08-31,1.4358,1.4548,1.4054,1.4379,1.4422666666666668,1.444,68.3552969365052,0.03440590611505789,0
2011-09-30,1.4363,1.4401,1.3362,1.3386,1.405433333333333,1.43095,52.79069767441861,0.07233864791478095,1
2011-10-31,1.3362,1.4246,1.3145,1.3857,1.3873999999999997,1.4150833333333332,59.53662914015336,0.08239784463403688,0
2011-11-30,1.3851,1.3937,1.3211,1.3445,1.3562666666666665,1.3992666666666667,48.37558014994645,0.05241498808750271,0
2011-12-30,1.3451,1.3548,1.2857,1.2956,1.3419333333333334,1.3736833333333334,41.4444059577416,0.051371645230837815,1
2012-01-31,1.2937,1.3233,1.2624,1.308,1.3160333333333334,1.3517166666666667,50.97205346294047,0.047074283064079736,1
2012-02-29,1.3075,1.3485,1.2973,1.3323,1.3119666666666667,1.3341166666666666,49.35146443514645,0.03915869980879551,1
2012-03-30,1.3318,1.3385,1.3001,1.3338,1.3247,1.3333166666666667,46.056149732620334,0.02883315813185162,0
2012-04-30,1.3356,1.338,1.2994,1.3241,1.330066666666667,1.32305,43.706684551754975,0.02890086852351001,0
2012-05-31,1.324,1.3284,1.2335,1.2359,1.2979333333333336,1.30495,31.86372745490982,0.07167673716012082,1
2012-06-29,1.2351,1.2747,1.2287,1.266,1.2753333333333334,1.3000166666666668,26.897441410449346,0.03724394785847303,0
2012-07-31,1.267,1.2673,1.2041,1.2297,1.2438666666666667,1.2869666666666666,27.201565557729936,0.049881610102604695,1
2012-08-31,1.2298,1.2637,1.2132,1.2576,1.2511,1.2745166666666667,29.972809035766574,0.04106358757521547,1
2012-09-28,1.258,1.3172,1.2499,1.2857,1.257666666666667,1.2665,34.49386194405314,0.05349761526232108,1
2012-10-31,1.2814,1.3139,1.2803,1.2955,1.2796,1.2617333333333334,35.89540412044374,0.02622132043077889,1
2012-11-30,1.2955,1.3027,1.2659,1.2985,1.2932333333333335,1.272166666666667,45.09179926560587,0.02840602084137394,1
2012-12-31,1.2982,1.3308,1.2875,1.3192,1.3044,1.2810333333333335,41.298089505365084,0.033353874595593816,1
2013-01-31,1.319,1.3593,1.2996,1.3576,1.3251,1.30235,51.72686527814394,0.04526156178923417,0
2013-02-28,1.3574,1.3711,1.3017,1.3056,1.3274666666666668,1.31035,51.30753138075315,0.05112715485486954,0
2013-03-29,1.3056,1.3134,1.275,1.2819,1.3150333333333333,1.3097166666666666,46.685293370586734,0.029411764705882342,1
2013-04-30,1.2809,1.3199,1.2746,1.3166,1.3013666666666668,1.3132333333333335,48.05741153179905,0.03536575845108917,0
2013-05-31,1.3166,1.3242,1.2795,1.2993,1.2992666666666668,1.3133666666666666,45.89187901881399,0.03395108613094331,1
2013-06-28,1.299,1.3415,1.2952,1.302,1.3059666666666667,1.3105,47.32380721724388,0.03564280215550424,1
2013-07-31,1.3014,1.3343,1.2757,1.3296,1.3103,1.3058333333333334,63.298325290945215,0.0450284309205471,0
2013-08-30,1.3299,1.345,1.3179,1.3218,1.3178,1.3085333333333333,58.454545454545475,0.02037747199037514,1
2013-09-30,1.3212,1.3567,1.3103,1.3522,1.3345333333333336,1.32025,68.89848812095036,0.03511958825310324,1
2013-10-31,1.3521,1.3831,1.3474,1.3586,1.3442,1.32725,66.68869795109057,0.02640337253161753,0
2013-11-29,1.3587,1.3621,1.3303,1.3586,1.3564666666666667,1.3371333333333333,63.27868852459018,0.0234047251048797,1
2013-12-31,1.3586,1.3881,1.3524,1.3741,1.3637666666666668,1.34915,64.02569593147754,0.02627704990431315,0
2014-01-31,1.3741,1.3775,1.3479,1.3487,1.3604666666666667,1.3523333333333334,58.294778585591544,0.021541372534749907,1
2014-02-28,1.3481,1.3823,1.3476,1.3797,1.3675,1.3619833333333335,59.66762543943753,0.025739930272235124,0
2014-03-31,1.3757,1.3964,1.3706,1.3773,1.3685666666666665,1.3661666666666665,53.55724088118456,0.01875408882750603,1
2014-04-30,1.3773,1.3904,1.3675,1.3863,1.3811,1.3707833333333335,67.25096194955108,0.016626733464023918,0
2014-05-30,1.3864,1.399,1.3587,1.3634,1.3756666666666666,1.3715833333333334,67.48176748176746,0.029068090017311022,1
2014-06-30,1.3629,1.3695,1.3506,1.3692,1.3729666666666667,1.3707666666666665,62.879529872673835,0.01386748844375957,0
2014-07-31,1.3693,1.3696,1.3368,1.3387,1.3571,1.3690999999999998,59.061637534498644,0.023953845030307414,0
2014-08-29,1.3388,1.3443,1.3131,1.3133,1.3404,1.3580333333333332,52.353186172428124,0.02330445174783397,0
2014-09-30,1.3129,1.3159,1.2572,1.263,1.305,1.3389833333333332,37.32876712328768,0.04471018356310456,0
2014-10-31,1.263,1.2875,1.2489,1.2521,1.2761333333333331,1.3166166666666665,36.89356901090635,0.030562153602533802,0
2014-11-28,1.2506,1.26002,1.2365,1.2451,1.2533999999999998,1.2969,27.917525773195905,0.01880697265312649,0
2014-12-31,1.24462,1.25699,1.20948,1.20959,1.2355966666666667,1.2702983333333333,22.569124848127842,0.03817229355144537,0
2015-01-30,1.2097,1.21075,1.10966,1.12859,1.1944266666666667,1.23528,17.384645926093995,0.0835661734314292,0
2015-02-27,1.13116,1.15338,1.1173,1.11865,1.1522766666666666,1.2028383333333332,13.196945685059802,0.03189646027087248,0
2015-03-31,1.11814,1.12405,1.0461,1.07393,1.1070566666666666,1.1713266666666666,12.501023555422123,0.06971398930366499,1
2015-04-30,1.07396,1.12662,1.0519,1.12109,1.1045566666666666,1.1494916666666668,16.197422424385024,0.06957428582070085,0
2015-05-29,1.12109,1.14667,1.0817,1.09908,1.0980333333333334,1.125155,15.407569503158115,0.05795252834295193,1
2015-06-30,1.09681,1.14362,1.0885,1.11288,1.1110166666666668,1.1090366666666667,16.40536688455299,0.05025482991584691,0
2015-07-31,1.11288,1.12159,1.0807,1.09804,1.1033333333333335,1.103945,16.73686321700761,0.03674250593055863,1
2015-08-31,1.09754,1.1714,1.0846,1.12177,1.1108966666666666,1.104465,20.31861039802307,0.0790859558649343,0
2015-09-30,1.12178,1.14602,1.1085,1.11715,1.11232,1.1116683333333333,21.66372496354846,0.0334468434095812,0
2015-10-30,1.11713,1.14952,1.0896,1.1011,1.11334,1.1083366666666665,22.194559463284236,0.05363744595526053,0
2015-11-30,1.10322,1.1053,1.0555,1.05714,1.0917966666666665,1.1013466666666667,22.569555484489925,0.04514058845923736,1
2015-12-31,1.05714,1.106,1.05216,1.08584,1.0813599999999999,1.09684,28.849480968858117,0.05092986737802005,0
2016-01-29,1.0863,1.09846,1.0708,1.0827,1.0752266666666666,1.0942833333333333,29.135618479880762,0.025462579397956382,1
2016-02-29,1.0829,1.13763,1.08124,1.08837,1.0856366666666668,1.0887166666666668,33.13296599320978,0.05207313694708647,1
2016-03-31,1.08841,1.14119,1.08218,1.13778,1.10295,1.092155,51.40198321891687,0.05421670142685202,1
2016-04-29,1.1378,1.14648,1.12153,1.14485,1.1236666666666666,1.0994466666666667,54.03225806451613,0.021928282650729505,0
2016-05-31,1.14542,1.16163,1.10959,1.11315,1.1319266666666667,1.1087816666666666,56.28807798371065,0.045433116236838766,0
2016-06-30,1.11315,1.1428,1.09108,1.1099,1.1226333333333334,1.1127916666666666,47.91192386639302,0.04646274087050262,1
2016-07-29,1.10996,1.11974,1.095,1.1175,1.1135166666666667,1.1185916666666667,53.632562909205625,0.022289091498792733,0
2016-08-31,1.11711,1.13663,1.1044,1.11606,1.1144866666666668,1.1232066666666667,50.659258644995425,0.028851232197366402,1
2016-09-30,1.11606,1.13271,1.112,1.12403,1.1191966666666666,1.120915,55.54607144381381,0.01855635001702418,0
2016-10-31,1.12353,1.12416,1.0848,1.09719,1.112426666666667,1.1129716666666667,44.823519501305725,0.03503244239139148,0
2016-11-30,1.09722,1.12996,1.0516,1.05962,1.0936133333333335,1.10405,39.36087583681618,0.07141685350248808,0
2016-12-30,1.05959,1.08735,1.035,1.0516,1.0694700000000001,1.0943333333333334,40.56567812762065,0.049405902282958616,1
2017-01-31,1.0518,1.08123,1.03394,1.07954,1.0635866666666667,1.0880066666666666,54.546930821695376,0.044961019205171926,0
2017-02-28,1.07957,1.08288,1.0492,1.05728,1.0628066666666667,1.0782100000000001,44.04702351175588,0.031197606454421812,1
2017-03-31,1.05725,1.09061,1.0493,1.0663,1.0677066666666668,1.0685883333333335,46.663411458333336,0.03907306691889353,1
2017-04-28,1.06712,1.09509,1.0568,1.08932,1.0709666666666668,1.0672766666666667,50.180532856979966,0.035881625309243506,1
2017-05-31,1.09023,1.12683,1.0837,1.12387,1.0931633333333333,1.077985,47.1983887210473,0.039560459719508625,1
2017-06-30,1.12387,1.14456,1.11168,1.1427,1.1186299999999998,1.0931683333333333,49.58655436329374,0.029256052746314095,1
2017-07-31,1.14252,1.18457,1.1311,1.1831,1.14989,1.1104283333333334,63.01589073722602,0.046800056016524795,1
2017-08-31,1.18308,1.20704,1.16618,1.19128,1.17236,1.1327616666666667,64.86990206110217,0.034536971295263126,0
2017-09-29,1.19128,1.20924,1.1716,1.1813,1.1852266666666667,1.1519283333333332,61.55713354104779,0.031596266201061145,0
2017-10-31,1.18107,1.188,1.1572,1.16495,1.1791766666666668,1.1645333333333332,58.402364830027835,0.026078047871844968,1
2017-11-30,1.16494,1.19612,1.1553,1.18895,1.1784000000000001,1.1753799999999999,60.57466770914776,0.035040431266846424,1
2017-12-29,1.18895,1.20255,1.1716,1.1994,1.1844333333333334,1.18483,67.58784458134012,0.026031372219185025,1
2018-01-31,1.2002,1.25378,1.1914,1.24121,1.2098533333333332,1.194515,80.79780197415288,0.051974670888185207,0
2018-02-28,1.24123,1.25556,1.2186,1.21924,1.21995,1.199175,77.14729887291105,0.029776914834478786,1
2018-03-30,1.2192,1.24765,1.2153,1.2323,1.2309166666666667,1.2076749999999998,75.99020008166603,0.026533792650918535,0
2018-04-30,1.23172,1.24137,1.2053,1.20805,1.2198633333333333,1.2148583333333334,75.47909554872078,0.02928425291462349,0
2018-05-31,1.20805,1.20842,1.1509,1.17048,1.20361,1.21178,66.05634671105358,0.04761392326476554,0
2018-06-29,1.17049,1.18518,1.1507,1.16839,1.1823066666666666,1.2066116666666666,63.02678836205478,0.02945774846431823,1
2018-07-31,1.16736,1.17908,1.1574,1.16865,1.1691733333333334,1.1945183333333331,58.31723625557209,0.01857182017543853,0
2018-08-31,1.16863,1.17335,1.13,1.1599,1.1656466666666667,1.1846283333333334,53.31892559431922,0.03709471774642102,1
2018-09-28,1.15974,1.18153,1.1525,1.16,1.16285,1.1725783333333333,44.72168905950092,0.02503147257143833,0
2018-10-31,1.16047,1.16246,1.13,1.13168,1.1505266666666667,1.1598499999999998,37.52929360562437,0.02797142537075509,1
2018-11-30,1.1317,1.14997,1.1214,1.13192,1.1412,1.1534233333333335,39.228688596108526,0.02524520632676503,1
2018-12-31,1.13317,1.14859,1.1268,1.1466,1.1367333333333336,1.1497916666666665,45.96791913865087,0.019229241861327052,0
2019-01-31,1.1465,1.15698,1.1288,1.14459,1.1410366666666667,1.1457816666666667,39.20996302782641,0.02457915394679448,0
2019-02-28,1.14459,1.14885,1.1233,1.13709,1.14276,1.14198,34.6231676620107,0.02232240365545738,0
2019-03-29,1.13709,1.14482,1.1175,1.1217,1.1344599999999998,1.1355966666666666,16.084908337590022,0.024026242425841414,0
2019-04-30,1.12218,1.13239,1.1109,1.12109,1.1266266666666664,1.1338316666666668,18.303946263643894,0.019150225454026993,0
2019-05-31,1.12111,1.12648,1.1106,1.11686,1.1198833333333333,1.1313216666666668,10.465753424657507,0.014164533364254973,1
2019-06-28,1.11716,1.14122,1.1159,1.13733,1.1250933333333333,1.1297766666666667,25.137111517367416,0.022664613842242838,0
2019-07-31,1.13685,1.13711,1.1059,1.1079,1.1206966666666667,1.1236616666666668,26.663186157517913,0.027453050094559495,0
2019-08-30,1.1079,1.12496,1.0961,1.0989,1.1147099999999999,1.1172966666666666,25.356408255904654,0.026049282426211646,0
2019-09-30,1.0992,1.11096,1.0884,1.08983,1.0988766666666667,1.111985,23.691588785046747,0.020524017467248832,1
2019-10-31,1.08984,1.1183,1.0878,1.11514,1.10129,1.1109933333333333,36.547246934359244,0.027985759377523282,0
2019-11-29,1.11516,1.11755,1.098,1.10173,1.1022333333333334,1.1084716666666667,33.78415984861137,0.017531116611069226,1
2019-12-31,1.10209,1.12393,1.1001,1.12129,1.1127200000000002,1.1057983333333334,46.96038850857172,0.021622553511963648,0
2020-01-31,1.12123,1.12245,1.0991,1.10917,1.11073,1.10601,43.77701187154655,0.020825343595872375,0
2020-02-28,1.10844,1.1091,1.0777,1.10289,1.1111166666666668,1.106675,37.467744710132386,0.02832810075421301,0
2020-03-31,1.1046,1.14961,1.0636,1.1023,1.1047866666666666,1.1087533333333333,37.7753367636006,0.07786529060293311,0
2020-04-30,1.1023,1.10374,1.0725,1.0943,1.09983,1.10528,37.66645529486365,0.028340742084731863,1
2020-05-29,1.0943,1.11452,1.0764,1.11069,1.10243,1.1067733333333334,46.844729752966124,0.034835054372658256,1
2020-06-30,1.1111,1.14225,1.1099,1.1235,1.1094966666666668,1.1071416666666667,50.6455241870681,0.02911529115291142,1
2020-07-31,1.12344,1.19088,1.1184,1.1771,1.1370966666666666,1.1184633333333334,62.76054905948149,0.06451612903225795,1
2020-08-31,1.17944,1.19661,1.1694,1.1937,1.1647666666666667,1.1335983333333333,62.13981134513507,0.023070270636912395,0
2020-09-30,1.19371,1.20114,1.1611,1.17223,1.1810100000000001,1.1452533333333335,64.3459256946613,0.03354248519322119,0
2020-10-30,1.17234,1.18807,1.1638,1.16459,1.17684,1.1569683333333334,64.73861341709676,0.02070218537284407,1
2020-11-30,1.16474,1.20033,1.1602,1.19245,1.1764233333333334,1.1705949999999998,71.23406720741602,0.034454041245256445,1
2020-12-31,1.19243,1.23101,1.1923,1.22138,1.1928066666666666,1.1869083333333332,71.65864796542448,0.032463121524953266,0
2021-01-29,1.2215,1.23495,1.2052,1.21362,1.20915,1.192995,73.3483577480072,0.024355300859598805,0
2021-02-26,1.21285,1.22432,1.1951,1.20704,1.2140133333333332,1.1952183333333333,68.9185015223051,0.024092014676175968,0
2021-03-31,1.20718,1.21133,1.1702,1.17266,1.1977733333333334,1.19529,62.75463055968503,0.034071141006312325,1
2021-04-30,1.1726,1.215,1.1711,1.2019,1.1938666666666666,1.2015083333333332,68.21041015265776,0.03743817158451309,1
2021-05-31,1.20257,1.22664,1.1984,1.2226,1.1990533333333333,1.2065333333333335,70.60213727907933,0.023483040488287622,0
2021-06-30,1.22259,1.22544,1.1843,1.1857,1.2034,1.2005866666666667,64.24297201271584,0.03364987444687113,1
2021-07-30,1.18564,1.19087,1.175,1.18684,1.19838,1.1961233333333332,62.45868917901902,0.013385175938733554,0
2021-08-31,1.18635,1.18997,1.1662,1.1808,1.1844466666666664,1.1917499999999999,59.587070004015565,0.020036245627344434,0
2021-09-30,1.18088,1.1909,1.1561,1.158,1.1752133333333334,1.1893066666666667,46.43709894045662,0.029469548133595425,0
2021-10-29,1.15802,1.16922,1.1523,1.1561,1.1649666666666665,1.1816733333333331,42.579142654140654,0.014611146612320878,0
2021-11-30,1.15631,1.16164,1.1185,1.13368,1.14926,1.1668533333333333,42.420071571827414,0.037308334270221614,1
2021-12-31,1.1335,1.13865,1.122,1.13659,1.1421233333333332,1.1586683333333332,44.390126622856215,0.014689016321129098,0
2022-01-31,1.13707,1.1483,1.112,1.12334,1.1312033333333333,1.148085,35.292615450095724,0.031924155944664794,0
2022-02-28,1.12346,1.14949,1.1104,1.12175,1.1272266666666666,1.1382433333333333,26.005491064977562,0.034794296192120634,0
2022-03-31,1.12176,1.12331,1.0804,1.1066,1.1172300000000002,1.1296766666666667,25.111627906976693,0.038252389102838395,0
2022-04-29,1.10658,1.10761,1.0469,1.0541,1.09415,1.1126766666666668,20.692166181204925,0.05486273021381197,1
2022-05-31,1.05464,1.0787,1.0348,1.07313,1.0779433333333335,1.1025850000000001,29.734902471800225,0.04162557839641968,0
2022-06-30,1.07308,1.07738,1.0357,1.04771,1.0583133333333332,1.0877716666666666,18.109617373319466,0.03884146568755353,0
2022-07-29,1.0477,1.0482,0.995,1.02248,1.0477733333333332,1.0709616666666666,9.371447133344091,0.05077789443543001,0
2022-08-31,1.02182,1.03687,0.9899,1.00501,1.0250666666666668,1.051505,10.174123870398859,0.04596700005871872,0
2022-09-30,1.00507,1.01979,0.9532,0.98003,1.0025066666666669,1.03041,8.751844908053727,0.06625409175480308,1
2022-10-31,0.97954,1.00937,0.9629,0.98814,0.99106,1.0194166666666666,11.888748219654985,0.04744063540029006,1
2022-11-30,0.98818,1.04969,0.9728,1.04041,1.00286,1.0139633333333333,29.167700102753074,0.0778097107814366,1
2022-12-30,1.04041,1.07363,1.03906,1.07025,1.0329333333333333,1.01772,36.160815036915224,0.033227285397103054,1
2023-01-31,1.07031,1.09294,1.04816,1.08626,1.0656400000000001,1.02835,42.19449565446404,0.04183834589978608,0
2023-02-28,1.0861,1.10327,1.0531,1.05748,1.07133,1.037095,38.00018202226738,0.046192799926341996,1
2023-03-31,1.05743,1.093,1.0515,1.08381,1.07585,1.0543916666666666,44.23273321467129,0.039246096668337255,1
2023-04-28,1.08418,1.10954,1.0787,1.1014,1.0808966666666666,1.0732683333333333,47.1634467954615,0.028445461085797544,0
2023-05-31,1.10178,1.10917,1.0634,1.06856,1.0845899999999997,1.0779599999999998,44.946865037194456,0.04154186861260877,1
2023-06-30,1.06856,1.10122,1.0661,1.09074,1.0869,1.081375,55.29357374017568,0.03286666167552598,1
2023-07-31,1.09076,1.12758,1.0833,1.09968,1.0863266666666667,1.0836116666666666,53.951010446739495,0.04059554805823472,0
2023-08-31,1.09966,1.10652,1.0765,1.08415,1.0915233333333334,1.0880566666666667,55.587243176939594,0.027299347070912767,0
2023-09-29,1.08414,1.08819,1.04878,1.05709,1.0803066666666667,1.0836033333333333,55.277040831884854,0.036351393731436844,1
2023-10-31,1.05676,1.06943,1.0448,1.05744,1.0662266666666664,1.0762766666666665,58.43441330716515,0.023307089594610086,1
2023-11-30,1.0574,1.10171,1.05165,1.08861,1.0677133333333335,1.0796183333333333,67.1261829652997,0.04734253830149423,1
2023-12-29,1.0886,1.11395,1.0723,1.10374,1.0832633333333332,1.081785,67.83840503672613,0.03826015065221382,0
2024-01-31,1.104,1.1046,1.07947,1.0818,1.0913833333333336,1.078805,57.046545677414976,0.022762681159420376,0
2024-02-29,1.0818,1.08974,1.06945,1.08053,1.08869,1.0782016666666667,51.938744719372366,0.01875577740802359,0
2024-03-29,1.08046,1.09813,1.07677,1.079,1.0804433333333334,1.0818533333333333,48.5517076284711,0.019769357495881427,0
2024-04-30,1.0791,1.08851,1.0601,1.0669,1.0754766666666666,1.0834300000000001,52.0131646435288,0.02632749513483463,1
2024-05-31,1.06688,1.0895,1.0649,1.0845,1.0768000000000002,1.082745,50.15317675265286,0.023057888422315494,0
2024-06-28,1.08462,1.0916,1.06658,1.07112,1.0741733333333334,1.0773083333333333,43.14994118179353,0.023067986944736243,1
2024-07-31,1.0738,1.09481,1.07097,1.08268,1.0794333333333335,1.0774549999999998,53.53459497346554,0.022201527286273125,1
2024-08-30,1.08269,1.12015,1.07772,1.10465,1.0861500000000002,1.081475,53.48569137473059,0.039189426336255044,1
2024-09-30,1.10464,1.1214,1.10017,1.11349,1.1002733333333334,1.0872233333333334,53.46236774808206,0.019218931054461055,0
2024-10-31,1.1135,1.1144,1.07609,1.0882,1.1021133333333333,1.0907733333333334,50.9680195038004,0.03440502918724748,0
2024-11-29,1.08821,1.09369,1.03325,1.05748,1.08639,1.08627,50.091613812544026,0.055540750406631124,0
2024-12-31,1.05695,1.06298,1.03426,1.03522,1.0603,1.0802866666666666,45.26750724143809,0.027172524717347157,1
2025-01-31,1.0358,1.05334,1.01772,1.03602,1.0429066666666666,1.07251,37.134889182445285,0.03438887816180728,1
2025-02-28,1.0232,1.05289,1.02103,1.03747,1.0362366666666667,1.0613133333333333,32.625452257354084,0.031137607505863953,1
2025-03-31,1.04027,1.09547,1.03883,1.08184,1.0517766666666664,1.0560383333333332,50.00938350380028,0.05444740307804707,1
2025-04-30,1.08181,1.15733,1.07779,1.13253,1.0839466666666666,1.0634266666666667,59.9024984765387,0.07352492581876664,1
2025-05-30,1.13253,1.14187,1.10651,1.1345,1.11629,1.0762633333333333,60.5513307984791,0.03122213098107762,1
2025-06-30,1.13494,1.1788,1.13454,1.1786,1.1485433333333335,1.10016,68.93220338983052,0.038997656263767215,0
2025-07-31,1.1786,1.1829,1.1399,1.1415,1.1515333333333333,1.11774,59.062003179650226,0.03648396402511467,1
2025-08-29,1.1414,1.1742,1.1389,1.1684,1.1628333333333334,1.1395616666666666,64.82836412413876,0.03092693183809347,1
2025-09-30,1.1684,1.1918,1.1606,1.1733,1.1610666666666667,1.1548049999999999,64.09945232760765,0.0267031838411502,0
2025-10-31,1.1733,1.1778,1.152,1.1534,1.1650333333333334,1.1582833333333333,57.63412571643334,0.02198926105855284,1
2025-11-28,1.1534,1.1655,1.1468,1.1595,1.1620666666666666,1.16245,57.267414310535436,0.01621293566845842,1
2025-12-31,1.1595,1.1807,1.1588,1.1745,1.1624666666666668,1.1617666666666668,64.08933585842094,0.018887451487710247,1
2026-01-30,1.174,1.2078,1.157,1.1848,1.1729333333333334,1.1689833333333333,72.27120067170443,0.04327086882453148,0
2026-02-27,1.1852,1.1928,1.1741,1.1813,1.1802000000000001,1.1711333333333334,77.34761120263587,0.015777927775902936,0
2026-03-31,1.1776,1.1795,1.141,1.1552,1.1737666666666666,1.168116666666667,70.38101101306516,0.03269361413043476,1
2026-04-30,1.1552,1.1848,1.1504,1.173,1.1698333333333333,1.1713833333333332,71.94959997408736,0.02977839335180054,1
2026-05-08,1.1731,1.1796,1.1675,1.1784,1.1688666666666665,1.1745333333333334,67.89739027283508,0.010314551189156935,0
